"id";"quote";"content";"place_id";"tour_id"
308;" E` difficile da trovare";"Generalmente le guide non la includono nelle attrazioni di Hoi An, anche perchè molte guide non sanno neanche dove si...More";46;0
309;" 黄色のお寺";"2017年7月に行きました。
ホイアンの旧市街にあるお寺です。ガイドブックには出ていません。
私が行った時は、敷地内がア...More";47;0
310;" 小さいがきれい";"ガイドブック等に書かれていませんでしたが、旧市街の周辺の黄色の建物に溶け込むように佇む小さなお寺。細部までこだわりが感じ...More";47;0
311;" Schöner Tempel in der Altstadt";"Sehenswerter Tempel in der alten Stadt. Hier kann man auch noch etwas für sein Seelenheil tun und eine Räucher-Spirale für...More";47;0
312;" Hy Hoa Temple, Хой Ан";"Это заведение даже скорее похоже не на культовое, а просто на музей! Помещение очень маленькое, алтарь не впечатляет. И снаружи,...More";47;0
313;" Hy Hoa Temple, Hoi An";"Совсем маленький храм, расположенный неподалеку от рынка в Древнем городе. Очень маленький внутренний дворик с растениями, скромный алтарь. Во дворе...More";47;0
314;" Molto bello il giardino con i bonsai";"E` lungo la strada che arriva al centro di Hoi An.
Il giardino ì molto bello, ci sono parecchi bonsai....More";48;0
315;" Use one of your tickets somewhere else";"This sounded interesting in the guidebook, but in reality it seemed more focused on selling anything and everything to tourists.  I expected an old style home, with a nice family altar and temple on display, but it`s cluttered and not very impressive at all.  You...More";49;0
316;" Disappointing !";"I saved this place as the fifth and final old house to visit, using my Hoi An Old City Ticket. From having read the reviews, I expected that the chapel and gardens would we very interesting and enjoyable. Instead, I found it all a bit...More";49;0
317;" Small but very interesting- especially with a guide";"I was really surprised to see the bad reviews here. The place an authentic family house and for me it was very interesting to see how people actually lived in Vietnam/ Hanoi at the time. We were approached by a guide working there who offered...More";49;0
318;" It’s a shop - stay clear!";"This was our last visit of the 5 places allowed on the old town ticket, and whereas all the others were well worth visiting, this one most definitely wasn’t. There are only two small rooms with anything to look at relating to the history of...More";49;0
319;" did not find any thing special";"located in the entry of the old town. u need a ticket to entry here. and i did not find anything special here.";49;0
320;" Totally surprised by reviews";"I arrived early and this was my first `visit off my ticket`.  I walked past it twice!  I was taken around by one of the younger members of the original family and given an informative understanding of Vietnamese life and culture.  Of course, as with...More";49;0
321;" Got shooed away by the ticketing host";"There seem to be an unofficial closing period during the opening hours. When I arrived onsite, I was asked by the host to leave because the site was closed. She later asked for my ticket which was redundant. When I asked for the time to...More";49;0
322;" Nice homestay";"- Quite locaton
- Easy to get in Hoi An centre
- Spacy rooms with modest accommodations
- Nice pools
- Warm host
- Small spa in-house";49;0
323;" Blasé experience";"Once our tickets were collected, we were seated and offered sweets while my partner and I were handed a laminated information paper detailing the history and architecture of the house. 

After that, we were left to our own devices to wonder around chapel side of...More";49;0
324;" Awful woman";"Hoi An is a lovely place, typified by the ancient old quarter and its fascinating collection of historical structures. Just buy your ticket book (120.000VND) & pick the 5 places you most want to see. Some of the buildings are just gorgeous and for the...More";49;0
325;" Was very good massage";"It was very nice experience very clean and good, a great sweeden massage.
It is a perfect place for massages!";50;0
326;" Great!!";"The best massage I have ever been in my life!!!
They also have picked us from the hotel for free!!!!!!";50;0
327;" Perfect!";"From the moment we walked in, a real sense of calm takes over. Upon arrival, we were welcomed with flower tea and fresh mango. Our coconut oil massage was just what we needed to relax. Don’t miss this! Absolutely delightful!";50;0
328;" Best massage in Ha Noi and amazing staff";"I booked a massage at Blue Gift after reading good reviews. I used WhatsApp to message the lady and she replied straight away saying they would pick me up from the beach. When I arrived they gave me some fruit and tea and then I...More";50;0
329;" OMG Very Nice";"My husband and I decided to have our second massage at this place. We are super happy with the massage. I had the Blue Gift massage and my husband had the Vietamese one. We are definitely coming back tomorrow.
호이안에 도착해서 두 번째 날에 두...More";50;0
330;" Amazing experience 최강강추";"Me and my friend each had a 90 minute massage - aroma and thai massage. The staff are super friendly and professional. Very quiet and relaxing environment. I would definitely comeback for more - probably tonight.

너무좋아요 두번와서 받으세요! 타이마사지도 강추고 아로마 마사지도 강추에요! 오늘...More";50;0
331;" A real gem!";"Had 4 two hour massages there this week. They pick you up from your hotel and treat you with great warmth and kindness. You enjoy fruit, tea and a foot bath to start and then the massages. There were four of us getting multiple massages...More";50;0
332;" Amazing Massage";"3-4 of our group went 3 consecutive nights to this excellent spa.  Obviously we enjoyed every aspect of our experience!   The manager is excellent.   We are picked up at our hotel by a cab with an escort of one of her staff on a scooter...More";50;0
333;" Two massages";"Have gotten two massages here during my stay. They are lovely lovely people at this spa. First full body massage was very good, second was even better. Fruit and tea before massage, yogurt and bottle of water afterwards. During my second massage torrential rain started...More";50;0
334;" UNBELIEVABLE!!";"Just finished our 60 minute massage my wife and I and it was out of this world, I don’t think I’ll ever experience such a massage again after this. I like it rough and tough whereas my wife prefers the more gentler touch, she didn’t...More";50;0
335;" Good massage";"Great massage, friendly staff. Also they do very good nail Polish. Better schedule ahead because there is a line.";51;0
336;" Amazing package and Thai massage ";"We came to golden rose on two occasions, the first we got a 2.5 hour package which included a body scrub, hot stone massage and a facial, and the second a 60 min Thai massage. It was excellent value for money and the facial was...More";51;0
337;" Facial, pedicure, and massage";"Wonderful facial and pedicure by Phap and massage by Linh. Conveniently located in the lobby of the Little Beach HoiAn Hotel. Perfect escape when your little one is sleeping!";52;0
338;" Amazing Facial treatment ";"Had a wonderful 60min facial treatment from Thoi at Ozone spa in Little Beach Hoian Hotel. It was really relaxing and enjoyable, Thoi was very kind and professional. Great service and treatment :)";52;0
339;" Body oil massage";"Hieu is a good spa therapist! Enjoy the massage so much!
The environment is very nice and price cheap.";52;0
340;" Fantastic foot massage by Linh";"30 minutes of bliss as Linh massaged my poor runners feet.  I would highly recommend her if you are looking for a quality massage.";52;0
341;" Amazing";"Phap did a great massage on my feet. She is very  good at it. I feel very relaxed now. I might come back for another ones while I am staying. We like the hotel very much. Breakfast is fabulous.";52;0
342;" Massage was nice ";"Phap was a nice masseur. The foot massage was complimentary from the hotel. They were both very sweet to me and my husband";52;0
343;" Amazing";"Linh was wonderful and I felt so relaxed after the treatment. Excellent service and beautiful environment";52;0
344;" Excellent service ever!";"Anna is very very good, I was very enjoy and relaxing with Vietnamese massage (oil massage) for 70 mins. Here is the best!!!";52;0
345;" Vietnamese Massage";"Spa Therapist Lili was great! Her grips were firm and heavy. The environment was warm and relaxing, haven’t had that many massages in Hoi An but this is definitely one of the best for sure!";52;0
346;" Spa treatment with Linh";"I had a wonderful bamboo massage with a therapist named Linh. She was wonderful and I highly recommend her if you go there!";52;0
347;" Treat yourself day";"Absolutely loved it here from the moment I stepped in the door. Everyone was so lovely and the treatments were amazing. I had a full deep massage and the facial and I can honestly say I`ve never had a facial like it. I stepped out...More";53;0
348;" Brilliant";"Wanted to have a little bit of a treat so whatsapped citrus and was very quickly messaged back and a car was sent to pick us up! Had a facial and Vietnamese massage - both were fantastic and I highly recommend!";53;0
349;" Fabulous massage and chellac nails";"Came here with 3 friends for a treat day. Had a really nice fully body massage and a great price! Masseuse was really attentive. I also had my nails done really nicely too! Overall a fabulous experience, had tea and a tasty yoghurt at the...More";53;0
350;" Perfect";"I came for a waxing session and I was welcome like a princess with welcome drink and after drink & yogurt, delicious. The staff is super kind. Thanks for this moment!";53;0
351;" Excellent service and spa";"I tried the Himalayan hot stone massage and it was wonderful. My therapist (NGA 1) was well experienced and knew of all the pain points very well. The overall ambience and hospitality is commendable. The footpath, detox water, yogurt and tea were good additions before...More";53;0
352;" Massage treatment";"Just had a 90 minutes full body massage. This was one of the best ones ever.
I could never become so relaxed as I did today.
The place itself is very pleasant and relaxing as you walk in.
The staff is so nice.
All that...More";53;0
353;" Professional spa, lovely experience!";"Lovely spa, was greeted by friendly face and nice refreshing drink even though I had not booked they fitted me in. Had a foot soak initially, I had the citrus package and so had a body scrub, full massage and then full facial. Massage was...More";53;0
354;" Wonderful personalized service ";"I got the Amazing Citrus package of facial, massage and body scrub. Free car hotel pick up and drop off, welcome drink on arrival and mushroom congee after service. Staff were very friendly and accommodating. The massage and scrub were really good. For my facial...More";53;0
355;" Excellent quality massages at reasonable prices ";"Awesome experience from start to finish. Found Citrus spa on trip advisor late at night so completed online booking for the next morning. Received a prompt reply confirming our booking for 2 Adults and our 3 children aged between 11 and 14.  I had a...More";53;0
356;" Best Brazilian in Hoi An";"I am very sceptic about Brazilian waxes is Asia. However, I wanted to get one and searched on TripAdvisor for the best one in Hoi An. I saw that someone recommended the Citrus Health Spa and decided to go there. It was great! The lady...More";53;0
357;" Wonderful!";"Well hidden spa with fantastic staff. Spa experience starts as soon as you walk in the door.
A wide range of treatments available. My husband and I both went for the deep tissue massage and it was great. Very professional compared to other massages I’ve...More";54;0
358;" Very good Spa";"This is the best Spa in Hoi An city. We happy and enjoy to much,lover Phuoc Lavender Spa .Will come back soon.MoreDear Jenniferdinh

Thank you for taking your time to provide us with your valuable feedback.
We value your support. Thank you for being such a loyal customer. We are so grateful to you and for recommending  friends to  have massages and nail services  in our...More";54;0
359;" Bespoke Service and excellent massage ";"Must pay a visit here if you are in Hoi An. We had an excellent deep tissue massage and it was the best I ever had. Bespoke Service and it was very clean place for spa. I`ll be back again before I leave Hoi An...MoreDear pamelalwk

Thank you for taking your time to provide us with your valuable feedback. I am really pleased to hear you enjoyed the  Deep tissue massage with our experienced staff, one of our signature services. Many thanks for being such a loyal customer and...More";54;0
360;" Excellent spa day";"Me and my wife enjoyed the Rose Package at the Jasmine Spa today; with Mimosa and Liêm as our masseuses. It was a fantastic and relaxing experience - the salt scrub was brilliant, the hot stone massage was really relaxing and the facial and mud...More";55;0
361;" Best massage in hoi an";"I had a body massage with the wonderful Daisy and Hang . Relaxing in the garden setting with the therapy of lemongrass and eucalyptus wafting through the massage room as relaxing music played, was perfect.";55;0
362;" Hot Stone massage";"if you are looking for a fantastic massage, Mimosa  frofessional staff, nice and relaxing surroundings and perfect customer service, you should really try hoi an jasmine spa.I strongly recommend you to visit this spa and thank so much Mimosa!";55;0
363;" Massage";"Mimosa men massage for me very good, jasmime spa very nice and very clean. The staff very friendly. I will come backMoreDear Rackkill123,
Thank you for writing about your good experience with us. We are glad to know that our services & facilities did meet your needs!!

We truly hope that you will soon come back to Jasmine Spa again in the near future!!
Kind regard...More";55;0
364;" Great and relaxing massage";"I had the most amazing and relaxing massage by Mimosa nhung. After a long day of tour in Hoian town this is exactly what i needed. Mimosa was very professional and kind and ease all my pains. I highly reccommend Mimosa and the Jasmin Spa.Dear roin802 ,
Thank you for your lovely 5-star review. We are glad that you enjoyed our Treatment and our heartfelt staff!!

We look forward to welcoming you back in the near future!!
Kind regard !";55;0
365;" massage";"I did a treatment at this hotel and it was pretty relaxing. I highly recommend you all to have a full body massage. The stuff was very kind and lovey. thank you Bich and NhungMoreDear Szabo`E, 
Thank you for your nice feedback. We are glad that you would love to recommend us and that you had a good experience with us!!

We look forward to welcoming you back to Jasmine Spa again soon!
Kind regard!

Hoàng Thị Ái -...More";55;0
366;" Body massage";"We had a wonderful gull body massage at this lively spa, the facility is really nice and Bich Ai is a very skilled masseuse. I highly recommend taking a massage here if you are staying in Hoi An.Dear marianntravelling , 
Thank you for your lovely praises. We are in love with your amazing feedback, regarding our superb facilities!
We look forward to seeing you soon!
Kind regard!

Hoàng Thị Ái - Spa Manager";55;0
367;" Oasis in the city!";"This place was great. Street entrance leads to hotel and lots of lush greenery. Came from a bike tour and I showered before the massage because i was feeling sweaty. Felt refreshed then enjoyed the bamboo massage. Steam bath after and another shower. All very...MoreDear Jane E , 
All staff at Jasmine Spa would like thank you for your kind praise.It is great to know you had a nice experience at our spa.
Thank you and welcoming you back!

Kind regard!

Hoàng Thị Ái - Spa Manager";55;0
368;" Lovely massage";"My husband and I had very relaxing and professional foot massage in Jasmine Spa. Definitely will come back again! Thanks for lovely Camelia, highly recommend!!!MoreDear Margarita S ,
It was great to see your writing with 5 star on Trip Advisor. We are very pleased to hear that our services meet your expectation. We will share your review to the rest of team.
We do hope that you will...More";55;0
369;" Good massage";"Very good massage! Highly recommend!
Mimosa Nhung is really good and professional. I had very good timeMoreDear Travel367818 , 
Thank you so much for this great review. We really appreciate your trusting and helping to share the word about us. Your satisfied is our happiness. Glad to serve you and thank you very much

Best regards!
Hoàng Thị Ái - Spa...More";55;0
370;" Signature Massage, Lovely Staff, Clean!";"With the huge number of spas in Hoi An, it`s best to do a bit of research to review prices, treatment packages, cleanliness. This spa was a tick for everything! Wing (pronounced wee-yoo) was a polite and friendly receptionist, very professional and makes the after...More";56;0
371;" Aromatic massage";"Very relaxing massage, the staff was incredibly nice and professional
We choose the aromatic massage and it was very good";56;0
372;" Best massage ever!!!";"Me n my cousin got the coral massage.. 90 mins of pure pleasure! 
If you`re in the area dont go to anywhere else
Great service good price";56;0
373;" Amazing massage!!!";"Massage was amazing , very good service , must in hoi an!
Place is very clean and relaxing , did the 90 minutes spa , and didn`t want to leave tbe place :)";56;0
374;" Lovely spa with friendly staff";"We came here on the recommendation of other TripAdvisor reviews and it did not disappoint. Extremely lovely and welcoming staff, nice private rooms. We both had a Back Care Treatment massage and it was very good. A big thank you to Nguyen and My! 
Afterwards...More";56;0
375;" En-pointe massages";"I liked the 30-min head, neck and shoulder massage I had here so much I made a booking for another massage the next day. The massages here are en-pointe. The therapists are skilful and considerate, always checking if the pressure is right. The other staff...More";56;0
376;" Asian Blend Massage";"The massage was amazing and so relaxing. The room was very clean and smelt amazing. We got a room for the 4 of us and the massauer`s were really friendly and checked for pressure and comfort throughout. Definitely recommend, especially for treating yourself when backpacking!!";57;0
377;" Very good";"Very good massage. Good thing that they ask you beforehand how strong you would like your massage. During the massage it was perfect, nothing I didn’t like. The atmosphere of the spa is relaxing and the staff is very friendly and helpful.";57;0
378;" Excellent massage experience";"Staff made you feel very welcome & comfortable. Really nice facilities, felt absolutely amazing after the Asian Blend Massage. Would absolutely recommend";57;0
379;" Amazing facial";"My husband and I came to White Rose Spa due to the great reviews and we weren`t disappointed. It is such a calm space. The moment you enter you feel instantly relaxed. The staff is amazing and very professional. The facial was incredible and you...More";57;0
380;" Such a lovely find ";"I chose this place because of the reviews and certainly was not disappointed. We didn’t have a booking but were warmly welcomed and attended to. Everything was perfect. And great value for such great service. 10/10 from me.";57;0
381;" Excellent service!";"My fiancé and I got the renew package. It was absolutely perfect! Very relaxing and staff were super sweet. Definitely a must while in Hoi An!";57;0
382;" Excellent Service";"My daughter and I went for a facial today, we enjoyed it so much we added a manicure as well, and will be back for a massage tomorrow. Beautiful spa with friendly service from all the girls.";57;0
383;" Best Spa in Hoi An";"This is one of the best spas I have ever been. I wanted to visit White Rose Spa after I watched some videos in YouTube about their services and they looked really good. They did not let me down as the whole experience was wonderful....More";57;0
384;" Spa";"Amazing service back and neck Massage was so good. Really really recommend very friendly and clean. Loved.";58;0
385;" The perfect unwind";"Literally in the middle of nowhere. My friend and i came here, were kindly offered seperate rooms so we could truly experience an ultimate unwind. The only sound you could here was the wind moving through the palms, breezing through rice fields and the occasional...More";59;0
386;" Amazing Place";"My daughter and I had 3 massages here whilst in Hoi an, highly recommend.  The receptionist is super friendly and organises everything for you including free taxi..";59;0
387;" 5 star for treatment and ambience ";"This is my 3rd time to calm spa and I booked my trip to Hoi An especially to spend 2 afternoons at the Calm spa!!  It was also my first time having food from their menu.  And it was first class all the way.  
The...More";59;0
388;" Totally pampered";"We came across this spa through social media and were not disappointed.  We were collected and dropped off in a clean, air conditioned car. The treatments were thoroughly explained to us and lived up to the positive reviews. All products are natural and my skin...More";59;0
389;" Honeymoon visit ";"Wow!! Our visit to the Calm Spa was one of the highlights of our trip! The spa package was incredible, and the food was some of the best we’ve had in Vietnam. It was such a relaxing morning, and Moon and her staff were beyond...More";59;0
390;" Amazing and peaceful spa experience a little outside of the crowded old town";"We absolutely loved The Calm Spa! We went to a couple different spas during our stay in Hoi An and this was the best experience. The premises are beautiful (you`re literally in the middle of rice paddies) and the property was immaculate. The staff was...More";59;0
391;" Body scrub, wrap and massage";"My husband and I would highly recommended The Calm Spa. We found the Calm Spa to be totally professional, highly talented and beautiful welcoming people, who love what they do. After having the body scrub, body wrap and then the massage, we left totally relaxed...More";59;0
392;" Had a great afternoon with my parents";"It was a wonderful spa experience!

I had a set of body scrub, massage and facial treatment.

The environment and atmosphere were very peaceful and quiet. It’s such a great time to get away from the stress, and just to relax.

It ended with some...More";59;0
393;" Faultless";"Whilst being a typical male who loves a beer with the lads and watching a game of football, this experience was something a little out of the ordinary. We went as two couple and everyone was absolutely thrilled with the level of comfort and the...More";59;0
394;" Clam from sound to soul";"It’s been a while since I visited this Spa 3 weeks ago, but my Solo experience here was kept until now, and I probably will visit this place again when I come back Hoi An.
As a Solo traveller, I did not think twice, I...More";59;0
395;" Great massage and wonderful customer service";"I recently had a Swedish massage at this spa, during my visit to Hoi an. Honestly,it was one of the best massages I`ve had in my life. The lady focused on all the areas that I had raised as concerns and it was sooooo relaxing....More";60;0
396;" Excellent!!!!!!";"the best message that I’ve ever got in my life. They are very professional and check whether the level of pressure is suitable for me all that time. Highly recommend this place.";60;0
397;" AMAZING MASSAGE";"We got to the castle spa after a short walk and it was such a good decision to stay for a treatment! The manager was so nice and spoke English very well, he wanted us to feel comfortable all the time and was so pleasant....More";60;0
398;" A blissful visit ";"Was collected from my hotel in a lovely clean car with relaxation music playing. 

Had package 1 - 80 minute massage, 60 minute facial, and a manicure all for around $50AUD. 

The massage was more intense than anything I’ve had at home. They climb on...More";61;0
399;" Incredible massage and top quality service ";"I had an amazing Vietnamese massage here, and a manicure and pedicure. The staff are extremely welcoming and professional. The massage was fantastic, she really worked on all my pressure points as requested and the room was very relaxing. My nails are also looking great....More";61;0
400;" Massage";"Had one of the best experiences here tonight. The girls did an amazing signature package massage. Very very highly recommended!";61;0
401;" Miss nhung and One very good";"Massage is very good. Hot stone massage 90` very good , i will comeback late• see you. Thank you``````";62;0
402;" Relaxing!";"Thank you Mrs. Clouds for a much-needed pedicure, foot massage, and Swedish massage.  My husband and I have been traveling for months and I finally splurged and treated myself to a day of relaxation at Shining Spa!  I felt brand-new after my treatments and I...More";62;0
403;" Very good ";"Had the 10 minutes free massage which was excellent.
A very nice gesture by the hotel indeed. Therapist was professional.";62;0
404;" Amazing foot massage";"Stayed in the hotel for 6 days and it was fantastic. Ly and Nhuan were both very helpful when discussion treatments and the treatments was brilliant. The spa facility was very clean and is part of the hotel. Thanks for a great experience will be...More";62;0
405;" Amazing foot massage";"Amazing foot massage by Ly. Really enjoyed it. Great quality of service with polite staff who are really good at what they do!";62;0
406;" Excellent Van";"Van was very welcoming and good at her job just like the rest of the team. Had a very relaxing time and feel refreshed";62;0
407;" Amazing foot massage and customer service!";"Amazing foot massage and incredible customer service by Ly. She was so kind and gave us lots local tips! The hotel itself is great but the spa experience made it top notch!";62;0
408;" Excellent experience";"Very comfortable place.
Price is cheap.
Nhung provide the best service to me that I have ever tried.";62;0
409;" Relaxing spa treatment";"I can highly recommend Shining Spa. We have tried full body massages, manicures, pedicures, foot massages and will likely have another treatment before we head back home. The staff are skilled and deliver their service with a smile!";62;0
410;" Quiet time";"I took myself here for a little quiet time and to relax. My hot rock massage for one hour was lovely. Having my nails done in the main reception area was not so relaxing. It was noisy and very busy with very little space. I...More";63;0
411;" NaChi Spa";"Very excellent massage. 1 hour and deep tissue - very good price. Clean rooms and very friendly staff. Would go back for sure. Chau will look after you fantastically.";63;0
412;" Friendly staff but poor massage ";"We went for foot massage and although the staff is friendly, the massage is below average. They didn`t really know the right spots to press and the pressure is too soft despite we requested to be stronger.  The chair was also really uncomfortable and we...More";63;0
413;" Amazing Facial treatment";"Me and my friend decided to have a facial treatment in this place because after a long time traveling our skins weren’t in the best condition. Staff was amazing, Chau was an excellent host, she welcomed us and explained our options. The women who did...More";63;0
414;" Facial in Nachi";"Amazing facial treatment in Nachi Hoi an.
Beautiful place, super clean and lovely staff. Definitely the best massage and place I`ve found in Vietnam so far.

Great hands. Thanks Chau for the treat.

Deffo recommend.";63;0
415;" Aroma massage";"Thank you Nachi Spa, really nice experience. Wonderful aroma massage with coconut oil and my partner lemongrass oil. Was amazing and really welcoming ! We recommend ;)";63;0
416;" Amazing massage!";"I visited at Nachi Spa 2 times at the same week and it was so good. Kindness teraphist and peaceful place. The massage was very professional and relaxing and the team was very nice and smily.";63;0
417;" Amazing Massage! ";"I had an one hour full-body hot stone massage. Prior to the massage, you were asked which body parts are most important to you and which you want to avoid. Also, you could determine the pressure of the massage, from soft to very hard. I...More";63;0
418;" Best Massage I ever had";"The only Spa where die Employee didn‘t run to us for getting a massage. She was kind and waited for us to decide. We made a reservation and when we arrived there was some fresh passionfruit. The Masseus did her best and streched and pushed...More";63;0
419;" Recommended";"Do yourself a favor and have a hot stone massage. We were two and had our own room. Clean, professional, welcoming. Wish I had discovered it before my last day.";63;0
420;" So relaxingYlang Ylang HOTSTONE MASSAGE 75`";"I had a lovely hot stone massage and my husband had the traditional Vietnamese massage. We felt so relaxed when leaving the spa! We were surprised at the wonderful foot bath and scrub before the massage, an added extra without the cost! The tea and...More";64;0
421;" Amazing treatments and service";"I had the pleasure of 2 treatments here, and they were nothing but perfect! Staff  were very professional and the atmosphere was excellent. Highly recommend to anyone visiting Hoi An";64;0
422;" Divine body scrub, massage, facial and pedi..";"We had a wonderful spa treatment at Ylang Ylang. My husband and I luxuriated in a coffee and honey body scrub, superb massage, deep facial, mani and pedi.  The staff were delightful, the salon was clean and atmospheric and we felt heavenly. Thank you so...More";64;0
423;" Amazing";"Had an amazing massage today with Kieu. I love deep tissue massage and this did not disappoint in any way. She routinely asked if I was comfortable because of the hard pressure she was applying. It`s perfect for the person with a lot of muscular...More";64;0
424;" 2 hours of heaven!Traditional Vietnamese Massage";"As a special treat I opted for a tamarind and coconut scrub, followed by 60 of traditional Vietnamese massage.
I feel amazing. Completely relaxed, renewed and revitalized.
The pressures were deliciously intense and every tight or sore spot was discovered and released by talented hands....More";64;0
425;" So good techniquesTraditional Vietnamese Massage";"Just had my first 90 minute massage at Ylang Ylang spa with Huong, and it was incredible.  I was looking for a deep-tissue massage to help with lower back tightness from lots of walking, and she delivered exactly what I needed.  Normally I ask for...More";64;0
426;" natural facial";"Nice spa in Hoi an old town. Received a facial from Tram and loved it. Can make reservation via whatsapp and the car will come to hotel to pick up. Plan on returning.";64;0
427;" high recommend";"It was such a pleasant experience at Ylang Ylang. I had a terrible backache during my trip to Hoi an, and had to find someone to get a massage. Found this place and called, the person who answered the phone was so helpful, she told...More";64;0
428;" Excellent";"So i went for the first time at Ylang Ylang by recommend of my hotel and what an amazing experience.i was received by Anita, the owner with a warm welcome and offered something to drink. She is really customer services oriented.
Then Ngan did my...More";64;0
429;" Good choice, very comfortable.";"I received a 90 minute deep tissue massage from Tuyet and it was exactly what I wanted. I carry a lot of tension in my shoulders and my neck so I asked her to focus on these areas and she did a great job. I...More";64;0
430;" Exceeded my expectation. Fantastic spa!!!";"This is one of the greatest spa with sophisticated programs all throughout Hoi An, especially at An Bang Beach area. Located in Aira Boutique hotel, everything seemed quite well-managed.  
I got their signature treatment for 90 mins with a friend of mine and we both...More";65;0
431;" Amazing massage and friendly staff";"Had a excellent complimentary foot massage on the last day of our stay in the hotel. A special mention to Lien and Tuyen, who were both very warm and friendly (the massage left my feet feeling great). The ideal end to a perfect week in...More";65;0
432;" Amazing foot massage by Luen & Tuyen";"We received our foot massage on our final day of our stay. It was incredible, we felt so relaxed & the girls were so friendly & kind. We were given delicious green tea before & after our massages. 

After making a comment about the beautiful...More";65;0
433;" Wonderful Massage ~ excellent skills and great service";"I flew into Vietnam this morning on a long fligh. Shortly after checking into my room I reserved a massage for later in the evening before dinner. 

I was sore and jet lagged all afternoon and not really in vacation mode; but after receiving the...More";65;0
434;" An absolute treat";"Thank you to the wonderful and talented therapists at the Aira Spa! My husband and I visited for back and shoulder massage and also Trang today looked after me for foot reflexology. We were taken such good care of and left feeling so much better!...More";65;0
435;" Lovely relaxing spa with fantastic staff";"Very lovely spa in a relaxing environment with wonderful staff.  My husband and I visited on a number of occasions during our stay in Hoi An and despite having different treatments and requirements from our massages - they were individually tailored every time.  The tea...More";65;0
436;" Great treatment at Aira Spa";"Excellent full body signature massage treatment - by Oanh, Trang and Liên. Conveniently located at Aira Boutique Hotel at An Bang Beach, Hoi An.";65;0
437;" Great healing time";"Lun 과 Hugeni에게 서비스 받았습니다. 1시간 짜리 아이라 시그니처 트리트먼트는 정말 좋았습니다.
한시간동안 힐링 타임이었어요. 다음에 또 호이안을 오게 된다면 아이라에 묵으면서 이용할 생각입니다. 
I got service from Lun and Hugeni.
We choose Aira signature treatment.
It was great one hour for relaxing and healing....More";65;0
438;" Best massage in Vietnam";"Oanh and Trang therapists were fantastic. This spa situated in the AIRA Hoi An boutique hotel provides excellent service with highly experienced and dedicated therapists. A massage here is a must if you come to An Bang.";65;0
439;" Excellent Spa";"Located as part of the Aira Boutique Hotel, I really enjoyed the two visits I made to the Spa.  The staff were very helpful and welcomed us with tea to start and end the treatment.  I had a leg massage, which was very relaxing as...More";65;0
440;" Excellent quality spa ";"Had the most terrific treatment here just loved every moment. Attentive finding all the knots and sore spots and treating them in a focused way. Walked in with a headache and left floating above the ground.Thank you for your lovely review. I’m glad the treatment was so effective for you, we try really hard to send all our guests away that happy! Come again any time...";66;0
441;" Great foot massage";"My mum and I stopped here for a food massage. The price was great and thrash’s ate was excellent and just what we needed. We’ll probably go back tomorrow!Look forward to seeing you again! Thank you for your kind words. Ux";66;0
442;" Great massage ";"Wonderful thai massage. They kept checking on me to make sure I was enjoying myself. Welcoming and gave me a free drink afterThank you for your kind review, I’m very happy that you enjoyed your treatment. Please come again some time, maybe try the hot stone massage or Vietnamese massage! All the best to you, Ux";66;0
443;" Amazing MiMi!!";"We had so much fun at this cooking class. The food was AMAZING and Mimi is very kind. She explained step by step, and showed us beautiful things in the market. I would really recommened!MoreHi Shachar, I believe you did come to our Spa and really enjoyed your massage - but this review is for the cooking school you also went to! For the avoidance of confusion for other guests:
We DO do excellent massages and treatments 
We do...More";66;0
444;" Excellent gel nails!";"Such friendly and attentive service at SuNam Spa and Nail. I am thrilled with my nail art and it was excellent value. A lovely place to visit in Hoi An!";67;0
445;" It is a great place to get a massage";"It was the best massage so far! We had the full body 90min massage for 480k vnd. It was very relaxing and extensive. I think this is a mix of different massage types. They start with a full head massage, then feet and legs and...More";67;0
446;" Very clean and friendly staff. Good environment.";"It starts with a greet at the door by a warm smile, 2 glasses of ice cold tea and yogurt. Spa, relaxation, music and ambiance was fantastic. They also picked us up at the hotel and brought us in. Enough from me, treat yourself and...More";67;0
447;" Very relaxing experience!";"The best massage i had in Hoi An so far .You can choose the amount of pressure for each body part. Comfortable air conditioning. The masseuse checked for my comfort periodically. Highly recommend";67;0
448;" This was a fantastic spa experience";"The service was amazing. Xuan was wonderful host !! The staff was well trained. Very affordable price for massage! Went for the 90min Vietnamese body massage! Loved it";67;0
449;" Great place, well worth the price";"Greeted with tea, they checked all the chosen options for the massage. My massage included a foot massage, plus a body massage that was some kind of hot stone and Thai massage - whatever it was, it was great!";67;0
450;" So great!";"We have a good time at SuNam massage spa with hot stone. The spa is very clean and comfortable. The massage was fantastic. The staff are friendly and enthusiastic. I would highly recommend!";67;0
451;" Simply amazing! ";"It was a little difficult finding this place as it`s in a small alley, but worth it! Good service with welcome drinks. I had a hot stone body massage for the beefy first time and it turned out really great, could even be the best...More";67;0
452;" Great pick up from our hotel to warm welcome from owner and staff";"highly recommend this place if you are in the area. Extremely reasonable prices, includes welcome drink and the ladies are brilliant at what they do. Massages are very relaxing.";67;0
453;" Great massage!";"Staff are very skilled, friendly and helpful. They were good at helping us select an appropriate massage type for our needs. The spa is clean and pricing is very fair. Friendly caring staff and refreshing cold Juice. Loved it, especially after a long walking day...More";67;0
